date,dzongkhag,commodity,price_nu_per_kg,quantity_kg,market
2026-02-26,Haa,Potato,46.58,223.0,Municipal Vegetable Market
2026-02-26,Haa,Chilli (fresh),105.44,176.0,Municipal Vegetable Market
2026-02-26,Haa,Broccoli,69.05,164.7,Centenary Farmers Market
2026-02-26,Haa,Tomato,54.77,26.8,Weekend Roadside Market
2026-02-26,Haa,Chilli (dried),220.26,125.2,Weekend Roadside Market
2026-02-26,Zhemgang,Onion,53.58,59.1,Centenary Farmers Market
2026-02-26,Zhemgang,Cabbage,30.94,287.9,Weekend Roadside Market
2026-02-26,Zhemgang,Chilli (dried),258.99,417.1,Weekend Roadside Market
2026-02-26,Zhemgang,Spinach,38.71,48.1,Centenary Farmers Market
2026-02-26,Zhemgang,Chilli (fresh),101.34,494.8,Centenary Farmers Market
2026-02-26,Zhemgang,Tomato,51.8,22.1,Centenary Farmers Market
2026-02-26,Wangdue Phodrang,Potato,34.32,332.8,Weekend Roadside Market
2026-02-26,Wangdue Phodrang,Cabbage,16.37,103.4,Centenary Farmers Market
2026-02-26,Wangdue Phodrang,Spinach,34.44,238.3,Municipal Vegetable Market
2026-02-26,Wangdue Phodrang,Chilli (fresh),110.83,20.9,Municipal Vegetable Market
2026-02-26,Wangdue Phodrang,Radish,19.13,245.0,Centenary Farmers Market
2026-02-26,Wangdue Phodrang,Broccoli,51.1,435.1,Municipal Vegetable Market
2026-02-26,Wangdue Phodrang,Tomato,81.3,422.7,Centenary Farmers Market
2026-02-26,Wangdue Phodrang,Chilli (dried),167.78,488.3,Centenary Farmers Market
2026-02-26,Wangdue Phodrang,Onion,62.62,262.7,Municipal Vegetable Market
2026-02-26,Thimphu,Cabbage,19.69,252.5,Weekend Roadside Market
2026-02-26,Thimphu,Broccoli,59.97,208.3,Weekend Roadside Market
2026-02-26,Thimphu,Radish,14.74,218.8,Municipal Vegetable Market
2026-02-26,Thimphu,Onion,48.57,313.3,Weekend Roadside Market
2026-02-26,Thimphu,Spinach,49.3,255.5,Centenary Farmers Market
2026-02-27,Bumthang,Cauliflower,34.31,396.2,Centenary Farmers Market
2026-02-27,Bumthang,Spinach,23.41,80.4,Municipal Vegetable Market
2026-02-27,Bumthang,Cabbage,19.62,54.7,Municipal Vegetable Market
2026-02-27,Bumthang,Tomato,48.13,101.2,Centenary Farmers Market
2026-02-27,Bumthang,Onion,56.61,218.6,Weekend Roadside Market
2026-02-27,Bumthang,Chilli (dried),294.64,422.8,Centenary Farmers Market
2026-02-27,Wangdue Phodrang,Cauliflower,43.53,393.8,Centenary Farmers Market
2026-02-27,Wangdue Phodrang,Cabbage,27.52,420.2,Municipal Vegetable Market
2026-02-27,Wangdue Phodrang,Onion,68.29,229.7,Weekend Roadside Market
2026-02-27,Wangdue Phodrang,Spinach,45.55,299.7,Centenary Farmers Market
2026-02-27,Wangdue Phodrang,Chilli (dried),285.6,88.0,Centenary Farmers Market
2026-02-27,Wangdue Phodrang,Tomato,87.63,383.3,Centenary Farmers Market
2026-02-27,Wangdue Phodrang,Potato,35.57,325.8,Centenary Farmers Market
2026-02-27,Wangdue Phodrang,Chilli (fresh),110.63,358.6,Municipal Vegetable Market
2026-02-27,Wangdue Phodrang,Radish,13.39,453.1,Centenary Farmers Market
2026-02-27,Punakha,Cabbage,27.19,125.5,Centenary Farmers Market
2026-02-27,Punakha,Broccoli,52.55,127.4,Municipal Vegetable Market
2026-02-27,Punakha,Chilli (dried),201.6,21.2,Municipal Vegetable Market
2026-02-27,Punakha,Potato,46.12,302.7,Municipal Vegetable Market
2026-02-27,Punakha,Tomato,61.59,,Municipal Vegetable Market
2026-02-27,Punakha,Onion,65.03,224.3,Weekend Roadside Market
2026-02-27,Punakha,Chilli (fresh),101.64,189.8,Weekend Roadside Market
2026-02-27,Punakha,Radish,22.08,85.6,Weekend Roadside Market
2026-02-27,Zhemgang,Onion,70.58,290.5,Weekend Roadside Market
2026-02-27,Zhemgang,Tomato,45.36,171.4,Municipal Vegetable Market
2026-02-27,Zhemgang,Spinach,45.12,483.8,Centenary Farmers Market
2026-02-27,Zhemgang,Cauliflower,37.06,384.0,Centenary Farmers Market
2026-02-27,Zhemgang,Radish,27.95,131.3,Weekend Roadside Market
2026-02-27,Chukha,Chilli (fresh),78.53,125.1,Centenary Farmers Market
2026-02-27,Chukha,Cabbage,29.35,141.5,Weekend Roadside Market
2026-02-27,Chukha,Onion,70.71,40.1,Municipal Vegetable Market
2026-02-27,Chukha,Tomato,53.64,155.7,Centenary Farmers Market
2026-02-27,Haa,Broccoli,59.3,497.0,Municipal Vegetable Market
2026-02-27,Haa,Potato,48.96,422.0,Centenary Farmers Market
2026-02-27,Haa,Chilli (fresh),79.58,487.4,Weekend Roadside Market
2026-02-27,Haa,Cauliflower,46.32,273.5,Weekend Roadside Market
2026-02-27,Haa,Cabbage,21.44,319.3,Weekend Roadside Market
2026-02-27,Haa,Onion,57.73,100.1,Centenary Farmers Market
2026-02-27,Haa,Spinach,20.85,126.8,Centenary Farmers Market
2026-02-27,Haa,Chilli (dried),250.25,214.9,Municipal Vegetable Market
2026-02-27,Haa,Tomato,85.34,288.2,Weekend Roadside Market
2026-02-27,Haa,Radish,27.23,491.6,Municipal Vegetable Market
2026-02-27,Mongar,Broccoli,59.92,251.4,Weekend Roadside Market
2026-02-27,Mongar,Chilli (dried),277.76,201.4,Municipal Vegetable Market
2026-02-27,Mongar,Chilli (fresh),94.5,218.8,Municipal Vegetable Market
2026-02-27,Mongar,Onion,48.79,387.4,Municipal Vegetable Market
2026-02-27,Mongar,Potato,43.75,268.7,Centenary Farmers Market
2026-02-27,Mongar,Cabbage,28.16,295.3,Centenary Farmers Market
2026-02-27,Mongar,Spinach,25.49,413.1,Municipal Vegetable Market
2026-02-27,Mongar,Cauliflower,41.01,55.8,Municipal Vegetable Market
2026-02-27,Sarpang,Onion,75.67,24.4,Weekend Roadside Market
2026-02-27,Sarpang,Potato,27.01,144.4,Municipal Vegetable Market
2026-02-27,Sarpang,Cauliflower,44.3,139.3,Weekend Roadside Market
2026-02-27,Sarpang,Spinach,23.12,119.2,Weekend Roadside Market
2026-02-27,Trongsa,Chilli (dried),211.61,439.4,Weekend Roadside Market
2026-02-27,Trongsa,Tomato,38.43,281.1,Weekend Roadside Market
2026-02-27,Trongsa,Onion,67.08,89.8,Centenary Farmers Market
2026-02-27,Trongsa,Chilli (fresh),81.89,466.2,Weekend Roadside Market
2026-02-27,Trongsa,Potato,40.87,220.6,Centenary Farmers Market
2026-02-27,Trongsa,Broccoli,48.53,185.4,Municipal Vegetable Market
2026-02-28,Samtse,Cabbage,30.23,430.5,Centenary Farmers Market
2026-02-28,Samtse,Chilli (dried),317.4,193.1,Municipal Vegetable Market
2026-02-28,Samtse,Chilli (fresh),73.99,274.3,Centenary Farmers Market
2026-02-28,Samtse,Broccoli,52.7,33.4,Centenary Farmers Market
2026-02-28,Samtse,Tomato,79.71,24.4,Municipal Vegetable Market
2026-02-28,Samtse,Potato,28.34,417.6,Weekend Roadside Market
2026-02-28,Tsirang,Chilli (dried),206.61,455.5,Municipal Vegetable Market
2026-02-28,Tsirang,Onion,45.98,346.4,Weekend Roadside Market
2026-02-28,Tsirang,Potato,31.64,269.9,Weekend Roadside Market
2026-02-28,Tsirang,Tomato,69.24,57.5,Centenary Farmers Market
2026-02-28,Tsirang,Chilli (fresh),62.76,377.2,Centenary Farmers Market
2026-02-28,Paro,Cauliflower,47.97,499.4,Municipal Vegetable Market
2026-02-28,Paro,Tomato,66.5,65.6,Weekend Roadside Market
2026-02-28,Paro,Potato,39.54,492.7,Centenary Farmers Market
2026-02-28,Paro,Radish,17.14,276.0,Municipal Vegetable Market
2026-02-28,Paro,  CHILLI (DRIED)  ,209.41,296.0,Centenary Farmers Market
2026-02-28,Paro,Chilli (fresh),83.11,37.5,Weekend Roadside Market
2026-02-28,Paro,Onion,51.9,435.8,Centenary Farmers Market
2026-02-28,Paro,Broccoli,64.8,181.0,Weekend Roadside Market
2026-02-28,Paro,Spinach,42.43,84.4,Municipal Vegetable Market
2026-02-28,Trongsa,Spinach,31.96,457.4,Municipal Vegetable Market
2026-02-28,Trongsa,Radish,16.3,142.0,Centenary Farmers Market
2026-02-28,Trongsa,Tomato,35.46,102.3,Weekend Roadside Market
2026-02-28,Trongsa,Chilli (dried),175.1,466.5,Centenary Farmers Market
2026-02-28,Trongsa,Chilli (fresh),95.03,126.7,Centenary Farmers Market
2026-02-28,Trongsa,Cabbage,23.53,191.3,Weekend Roadside Market
2026-02-28,Trongsa,Broccoli,84.31,,Weekend Roadside Market
2026-02-28,Trongsa,Potato,36.96,283.5,Municipal Vegetable Market
2026-02-28,Trongsa,Onion,69.34,86.6,Municipal Vegetable Market
2026-02-28,Wangdue Phodrang,Chilli (dried),283.4,379.9,Weekend Roadside Market
2026-02-28,Wangdue Phodrang,Cauliflower,34.65,350.2,Centenary Farmers Market
2026-02-28,Wangdue Phodrang,Radish,17.7,92.9,Centenary Farmers Market
2026-02-28,Wangdue Phodrang,Cabbage,17.65,475.4,Weekend Roadside Market
2026-02-28,Wangdue Phodrang,Broccoli,56.87,304.1,Centenary Farmers Market
2026-02-28,Wangdue Phodrang,Potato,32.2,493.0,Weekend Roadside Market
2026-02-28,Wangdue Phodrang,Onion,59.34,418.2,Weekend Roadside Market
2026-02-28,Wangdue Phodrang,Tomato,46.22,418.3,Weekend Roadside Market
2026-02-28,Wangdue Phodrang,Spinach,38.11,76.6,Centenary Farmers Market
2026-02-28,Wangdue Phodrang,Chilli (fresh),56.05,141.5,Municipal Vegetable Market
2026-02-28,Mongar,Cabbage,20.52,447.0,Weekend Roadside Market
2026-02-28,Mongar,Spinach,36.71,119.9,Municipal Vegetable Market
2026-02-28,Mongar,Broccoli,81.4,125.2,Municipal Vegetable Market
2026-02-28,Mongar,Chilli (fresh),114.82,,Weekend Roadside Market
2026-02-28,Mongar,Chilli (dried),263.27,93.8,Centenary Farmers Market
2026-02-28,Mongar,Potato,28.86,298.8,Municipal Vegetable Market
2026-02-28,Mongar,Tomato,73.59,487.7,Municipal Vegetable Market
2026-02-28,Mongar,Cauliflower,39.37,44.6,Weekend Roadside Market
2026-02-28,Mongar,Radish,21.54,91.7,Weekend Roadside Market
2026-02-28,Punakha,Tomato,48.24,489.5,Centenary Farmers Market
2026-02-28,Punakha,Chilli (dried),257.81,333.7,Municipal Vegetable Market
2026-02-28,Punakha,Chilli (fresh),89.74,358.3,Centenary Farmers Market
2026-02-28,Punakha,Cauliflower,47.61,238.5,Municipal Vegetable Market
2026-02-28,Punakha,Broccoli,78.77,37.7,Weekend Roadside Market
2026-02-28,Punakha,Cabbage,19.05,168.8,Municipal Vegetable Market
2026-02-28,Punakha,Potato,35.13,65.2,Centenary Farmers Market
2026-02-28,Trashigang,Spinach,19.4,435.3,Centenary Farmers Market
2026-02-28,Trashigang,Chilli (fresh),129.64,320.0,Municipal Vegetable Market
2026-02-28,Trashigang,Cauliflower,62.61,451.0,Weekend Roadside Market
2026-02-28,Trashigang,Tomato,83.31,223.7,Weekend Roadside Market
2026-02-28,Trashigang,Onion,44.21,167.9,Centenary Farmers Market
2026-02-28,Trashigang,Broccoli,63.64,362.7,Municipal Vegetable Market
2026-02-28,Haa,Spinach,36.9,255.5,Weekend Roadside Market
2026-02-28,Haa,Chilli (dried),276.7,297.2,Weekend Roadside Market
2026-02-28,Haa,Cabbage,23.04,365.1,Municipal Vegetable Market
2026-02-28,Haa,Tomato,54.66,128.9,Weekend Roadside Market
2026-02-28,Haa,Broccoli,53.6,196.8,Municipal Vegetable Market
2026-02-28,Haa,Cauliflower,44.64,142.6,Weekend Roadside Market
2026-02-28,Chukha,Potato,25.3,216.9,Centenary Farmers Market
2026-02-28,Chukha,Broccoli,69.89,392.2,Municipal Vegetable Market
2026-02-28,Chukha,Radish,21.81,104.7,Weekend Roadside Market
2026-02-28,Chukha,Onion,48.48,118.9,Municipal Vegetable Market
2026-02-28,Chukha,Cauliflower,56.31,450.1,Municipal Vegetable Market
2026-02-28,Chukha,Chilli (dried),224.63,217.3,Weekend Roadside Market
2026-03-01,Tsirang,Chilli (dried),201.17,388.6,Centenary Farmers Market
2026-03-01,Tsirang,Onion,54.34,95.7,Municipal Vegetable Market
2026-03-01,Tsirang,Potato,25.53,347.4,Municipal Vegetable Market
2026-03-01,Tsirang,Cauliflower,26.51,94.8,Municipal Vegetable Market
2026-03-01,Tsirang,Chilli (fresh),-66.77,375.8,Municipal Vegetable Market
2026-03-01,Tsirang,Radish,18.34,95.5,Weekend Roadside Market
2026-03-01,Tsirang,Tomato,65.59,253.8,Weekend Roadside Market
2026-03-01,Tsirang,Spinach,26.99,36.6,Weekend Roadside Market
2026-03-01,Tsirang,Cabbage,28.23,295.8,Municipal Vegetable Market
2026-03-01,Trashigang,Chilli (dried),319.62,490.9,Centenary Farmers Market
2026-03-01,Trashigang,Onion,53.65,360.8,Weekend Roadside Market
2026-03-01,Trashigang,Cauliflower,52.8,34.2,Weekend Roadside Market
2026-03-01,Trashigang,Potato,30.14,342.6,Weekend Roadside Market
2026-03-01,Trashigang,Broccoli,60.63,175.7,Weekend Roadside Market
2026-03-01,Trashigang,Chilli (fresh),118.6,217.7,Weekend Roadside Market
2026-03-01,Trashigang,Tomato,86.99,228.5,Centenary Farmers Market
2026-03-01,Sarpang,Chilli (fresh),87.2,127.3,Municipal Vegetable Market
2026-03-01,Sarpang,Radish,20.92,179.5,Municipal Vegetable Market
2026-03-01,Sarpang,Potato,38.81,,Municipal Vegetable Market
2026-03-01,Sarpang,Chilli (dried),228.93,37.3,Municipal Vegetable Market
2026-03-01,Lhuentse,Chilli (dried),288.67,484.3,Weekend Roadside Market
2026-03-01,Lhuentse,Chilli (fresh),82.8,92.2,Municipal Vegetable Market
2026-03-01,Lhuentse,Onion,56.5,186.0,Municipal Vegetable Market
2026-03-01,Lhuentse,Spinach,41.15,477.0,Centenary Farmers Market
2026-03-01,Bumthang,Broccoli,71.72,436.8,Municipal Vegetable Market
2026-03-01,Bumthang,Onion,68.2,96.6,Centenary Farmers Market
2026-03-01,Bumthang,Chilli (fresh),79.14,173.5,Weekend Roadside Market
2026-03-01,Bumthang,Potato,25.01,426.5,Municipal Vegetable Market
2026-03-01,Bumthang,Cabbage,22.09,495.0,Centenary Farmers Market
2026-03-01,Bumthang,Spinach,33.14,288.0,Municipal Vegetable Market
2026-03-01,Wangdue Phodrang,Tomato,-63.11,464.5,Centenary Farmers Market
2026-03-01,Wangdue Phodrang,Chilli (fresh),86.97,304.5,Centenary Farmers Market
2026-03-01,Wangdue Phodrang,Spinach,18.65,27.7,Centenary Farmers Market
2026-03-01,Wangdue Phodrang,Cauliflower,34.15,73.9,Weekend Roadside Market
2026-03-01,Wangdue Phodrang,Chilli (dried),266.12,328.0,Weekend Roadside Market
2026-03-01,Wangdue Phodrang,Broccoli,71.39,481.5,Centenary Farmers Market
2026-03-01,Wangdue Phodrang,Potato,35.47,447.1,Weekend Roadside Market
2026-03-01,Wangdue Phodrang,Radish,30.49,418.1,Municipal Vegetable Market
2026-03-01,Wangdue Phodrang,Cabbage,24.67,271.4,Centenary Farmers Market
2026-03-01,Mongar,Tomato,73.72,137.5,Centenary Farmers Market
2026-03-01,Mongar,Radish,21.57,257.8,Centenary Farmers Market
2026-03-01,Mongar,Broccoli,79.72,66.3,Centenary Farmers Market
2026-03-01,Mongar,Spinach,19.73,260.6,Weekend Roadside Market
2026-03-01,Mongar,Onion,41.47,205.1,Weekend Roadside Market
2026-03-01,Mongar,Chilli (dried),258.9,81.0,Centenary Farmers Market
2026-03-01,Mongar,Potato,49.03,285.2,Municipal Vegetable Market
2026-03-01,Mongar,Chilli (fresh),62.15,435.9,Municipal Vegetable Market
2026-03-01,Mongar,Cabbage,-19.02,76.9,Weekend Roadside Market
2026-03-01,Mongar,Cauliflower,44.63,482.9,Weekend Roadside Market
2026-03-01,Paro,Chilli (dried),178.06,228.0,Municipal Vegetable Market
2026-03-01,Paro,Spinach,37.68,408.9,Municipal Vegetable Market
2026-03-01,Paro,Onion,49.14,103.5,Municipal Vegetable Market
2026-03-01,Paro,Tomato,70.93,381.2,Municipal Vegetable Market
2026-03-01,Paro,Cauliflower,50.32,476.5,Centenary Farmers Market
2026-03-01,Paro,Radish,29.05,28.5,Municipal Vegetable Market
2026-03-01,Thimphu,Broccoli,48.63,384.0,Municipal Vegetable Market
2026-03-01,Thimphu,Tomato,41.07,442.5,Weekend Roadside Market
2026-03-01,Thimphu,Onion,56.43,134.4,Weekend Roadside Market
2026-03-01,Thimphu,Cauliflower,59.79,431.2,Weekend Roadside Market
2026-03-01,Thimphu,Potato,40.97,251.4,Weekend Roadside Market
2026-03-01,Haa,Potato,27.39,376.0,Weekend Roadside Market
2026-03-01,Haa,Tomato,64.43,248.3,Weekend Roadside Market
2026-03-01,Haa,Broccoli,93.01,88.4,Municipal Vegetable Market
2026-03-01,Haa,Radish,14.87,444.8,Municipal Vegetable Market
2026-03-01,Punakha,Onion,60.13,441.1,Centenary Farmers Market
2026-03-01,Punakha,Spinach,31.84,129.1,Municipal Vegetable Market
2026-03-01,Punakha,Broccoli,74.21,280.2,Weekend Roadside Market
2026-03-01,Punakha,Potato,43.73,157.0,Municipal Vegetable Market
2026-03-01,Punakha,Cabbage,24.56,338.4,Weekend Roadside Market
2026-03-01,Punakha,Cauliflower,44.01,366.7,Centenary Farmers Market
2026-03-01,Zhemgang,Potato,25.98,339.3,Weekend Roadside Market
2026-03-01,Zhemgang,Chilli (dried),332.03,272.2,Centenary Farmers Market
2026-03-01,Zhemgang,Onion,56.5,378.2,Centenary Farmers Market
2026-03-01,Zhemgang,Radish,26.39,177.5,Weekend Roadside Market
2026-03-01,Zhemgang,Chilli (fresh),112.63,103.0,Weekend Roadside Market
2026-03-01,Chukha,Spinach,24.67,262.5,Weekend Roadside Market
2026-03-01,Chukha,Chilli (fresh),155.0,441.4,Weekend Roadside Market
2026-03-01,Chukha,Broccoli,62.8,435.3,Centenary Farmers Market
2026-03-01,Chukha,Radish,13.15,376.3,Centenary Farmers Market
2026-03-01,Chukha,Tomato,34.53,61.2,Municipal Vegetable Market
2026-03-01,Chukha,Cauliflower,51.11,40.5,Weekend Roadside Market
2026-03-02,Bumthang,Tomato,79.24,488.5,Weekend Roadside Market
2026-03-02,Bumthang,Chilli (dried),282.03,411.7,Centenary Farmers Market
2026-03-02,Bumthang,Radish,21.48,94.5,Municipal Vegetable Market
2026-03-02,Bumthang,Chilli (fresh),86.73,132.8,Centenary Farmers Market
2026-03-02,Bumthang,Onion,60.35,122.1,Weekend Roadside Market
2026-03-02,Tsirang,Onion,53.75,245.7,Municipal Vegetable Market
2026-03-02,Tsirang,Radish,22.57,398.5,Centenary Farmers Market
2026-03-02,Tsirang,Spinach,29.77,209.3,Weekend Roadside Market
2026-03-02,Tsirang,Chilli (dried),271.5,401.0,Weekend Roadside Market
2026-03-02,Tsirang,Potato,28.3,207.2,Weekend Roadside Market
2026-03-02,Tsirang,Cabbage,14.12,383.4,Municipal Vegetable Market
2026-03-02,Tsirang,Broccoli,82.08,176.4,Municipal Vegetable Market
2026-03-02,Tsirang,Chilli (fresh),73.04,485.4,Centenary Farmers Market
2026-03-02,Tsirang,Tomato,76.2,162.8,Municipal Vegetable Market
2026-03-02,Tsirang,Cauliflower,59.8,54.5,Weekend Roadside Market
2026-03-02,Thimphu,Broccoli,57.1,127.0,Centenary Farmers Market
2026-03-02,Thimphu,Chilli (fresh),97.09,212.4,Centenary Farmers Market
2026-03-02,Thimphu,Cauliflower,45.45,495.5,Municipal Vegetable Market
2026-03-02,Thimphu,Onion,61.45,483.2,Weekend Roadside Market
2026-03-02,Thimphu,Cabbage,25.27,118.2,Weekend Roadside Market
2026-03-02,Thimphu,Potato,44.87,248.7,Weekend Roadside Market
2026-03-02,Thimphu,Radish,17.73,462.5,Centenary Farmers Market
2026-03-02,Thimphu,Tomato,63.77,245.0,Centenary Farmers Market
2026-03-02,Thimphu,Spinach,32.6,62.8,Centenary Farmers Market
2026-03-02,Thimphu,Chilli (dried),324.27,176.3,Weekend Roadside Market
2026-03-02,Mongar,Potato,44.47,121.8,Centenary Farmers Market
2026-03-02,Mongar,Chilli (dried),185.44,50.9,Municipal Vegetable Market
2026-03-02,Mongar,Chilli (fresh),88.3,352.7,Weekend Roadside Market
2026-03-02,Mongar,Cabbage,26.62,50.3,Weekend Roadside Market
2026-03-02,Chukha,Onion,70.29,175.1,Municipal Vegetable Market
2026-03-02,Chukha,Broccoli,57.29,92.7,Centenary Farmers Market
2026-03-02,Chukha,Chilli (dried),337.63,191.3,Centenary Farmers Market
2026-03-02,Chukha,Cabbage,17.68,113.1,Weekend Roadside Market
2026-03-02,Chukha,Cauliflower,44.4,428.2,Municipal Vegetable Market
2026-03-02,Chukha,Spinach,22.0,,Centenary Farmers Market
2026-03-02,Chukha,Tomato,102.05,368.5,Centenary Farmers Market
2026-03-02,Haa,Cauliflower,48.38,173.6,Centenary Farmers Market
2026-03-02,Haa,Tomato,92.08,253.5,Municipal Vegetable Market
2026-03-02,Haa,Onion,38.72,275.1,Weekend Roadside Market
2026-03-02,Haa,Broccoli,62.79,206.6,Municipal Vegetable Market
2026-03-02,Haa,Potato,31.61,295.6,Centenary Farmers Market
2026-03-02,Haa,Chilli (dried),218.36,467.1,Municipal Vegetable Market
2026-03-02,Trashigang,Onion,49.75,445.3,Municipal Vegetable Market
2026-03-02,Trashigang,Potato,39.16,,Municipal Vegetable Market
2026-03-02,Trashigang,Chilli (dried),244.69,249.5,Weekend Roadside Market
2026-03-02,Trashigang,Cabbage,20.86,236.4,Municipal Vegetable Market
2026-03-02,Sarpang,Broccoli,77.32,229.2,Centenary Farmers Market
2026-03-02,Sarpang,Cabbage,24.96,262.9,Weekend Roadside Market
2026-03-02,Sarpang,Radish,17.44,74.4,Weekend Roadside Market
2026-03-02,Sarpang,Chilli (fresh),145.78,467.7,Centenary Farmers Market
2026-03-02,Sarpang,Chilli (dried),204.05,249.2,Municipal Vegetable Market
2026-03-02,Sarpang,Cauliflower,34.33,267.3,Municipal Vegetable Market
2026-03-03,Lhuentse,Radish,28.28,175.4,Centenary Farmers Market
2026-03-03,Lhuentse,Chilli (fresh),74.22,194.9,Centenary Farmers Market
2026-03-03,Lhuentse,Chilli (dried),246.75,159.4,Centenary Farmers Market
2026-03-03,Lhuentse,Onion,62.93,132.5,Centenary Farmers Market
2026-03-03,Lhuentse,Cabbage,20.07,113.5,Weekend Roadside Market
2026-03-03,Lhuentse,Tomato,87.05,280.0,Weekend Roadside Market
2026-03-03,Lhuentse,Potato,35.09,213.6,Centenary Farmers Market
2026-03-03,Lhuentse,Spinach,27.88,332.8,Weekend Roadside Market
2026-03-03,Tsirang,Spinach,42.72,298.9,Weekend Roadside Market
2026-03-03,Tsirang,Cauliflower,43.24,335.5,Municipal Vegetable Market
2026-03-03,Tsirang,Chilli (fresh),67.82,46.5,Weekend Roadside Market
2026-03-03,Tsirang,Potato,30.22,211.9,Weekend Roadside Market
2026-03-03,Tsirang,Tomato,79.95,28.3,Municipal Vegetable Market
2026-03-03,Mongar,Cauliflower,32.56,134.0,Municipal Vegetable Market
2026-03-03,Mongar,Onion,46.76,240.2,Municipal Vegetable Market
2026-03-03,Mongar,Chilli (dried),305.87,99.0,Weekend Roadside Market
2026-03-03,Mongar,Chilli (fresh),135.73,241.0,Centenary Farmers Market
2026-03-03,Mongar,Tomato,66.17,,Weekend Roadside Market
2026-03-03,Trongsa,Onion,40.42,355.1,Centenary Farmers Market
2026-03-03,Trongsa,Spinach,29.45,107.2,Centenary Farmers Market
2026-03-03,Trongsa,Chilli (dried),279.12,417.4,Centenary Farmers Market
2026-03-03,Trongsa,Chilli (fresh),79.57,410.8,Centenary Farmers Market
2026-03-03,Trongsa,Tomato,38.85,247.1,Municipal Vegetable Market
2026-03-03,Trongsa,Cabbage,15.39,479.5,Municipal Vegetable Market
2026-03-03,Trongsa,Radish,23.9,489.3,Municipal Vegetable Market
2026-03-03,Trashigang,Spinach,31.67,211.6,Municipal Vegetable Market
2026-03-03,Trashigang,Chilli (dried),224.16,458.7,Municipal Vegetable Market
2026-03-03,Trashigang,Chilli (fresh),124.58,446.4,Municipal Vegetable Market
2026-03-03,Trashigang,Tomato,46.22,350.5,Weekend Roadside Market
2026-03-03,Trashigang,Broccoli,49.42,457.7,Municipal Vegetable Market
2026-03-03,Trashigang,Onion,59.35,396.4,Weekend Roadside Market
2026-03-03,Trashigang,Radish,23.28,157.4,Municipal Vegetable Market
2026-03-03,Sarpang,Tomato,51.73,203.6,Municipal Vegetable Market
2026-03-03,Sarpang,Chilli (fresh),86.07,191.0,Centenary Farmers Market
2026-03-03,Sarpang,Cabbage,22.14,285.8,Centenary Farmers Market
2026-03-03,Sarpang,Radish,27.57,37.8,Weekend Roadside Market
2026-03-03,Sarpang,Cauliflower,36.56,187.2,Weekend Roadside Market
2026-03-03,Sarpang,Potato,27.19,398.5,Municipal Vegetable Market
2026-03-03,Sarpang,Broccoli,45.51,194.2,Weekend Roadside Market
2026-03-03,Sarpang,Spinach,35.21,51.0,Municipal Vegetable Market
2026-03-03,Sarpang,Onion,66.04,314.0,Weekend Roadside Market
2026-03-03,Sarpang,Chilli (dried),159.44,36.7,Municipal Vegetable Market
2026-03-03,Haa,Tomato,76.92,70.2,Centenary Farmers Market
2026-03-03,Haa,Radish,16.04,473.7,Centenary Farmers Market
2026-03-03,Haa,Cauliflower,39.84,211.0,Municipal Vegetable Market
2026-03-03,Haa,Chilli (fresh),120.81,320.8,Municipal Vegetable Market
2026-03-03,Bumthang,Onion,44.16,216.2,Centenary Farmers Market
2026-03-03,Bumthang,Potato,31.23,81.1,Municipal Vegetable Market
2026-03-03,Bumthang,Cabbage,30.41,473.2,Weekend Roadside Market
2026-03-03,Bumthang,Chilli (fresh),100.63,154.4,Centenary Farmers Market
2026-03-03,Wangdue Phodrang,Spinach,34.56,223.7,Municipal Vegetable Market
2026-03-03,Wangdue Phodrang,Cabbage,21.3,141.2,Centenary Farmers Market
2026-03-03,Wangdue Phodrang,Broccoli,48.92,109.0,Municipal Vegetable Market
2026-03-03,Wangdue Phodrang,Radish,21.98,453.4,Municipal Vegetable Market
2026-03-03,Wangdue Phodrang,Onion,50.0,422.9,Centenary Farmers Market
2026-03-03,Wangdue Phodrang,Cauliflower,43.29,262.9,Municipal Vegetable Market
2026-03-03,Wangdue Phodrang,Potato,40.47,305.2,Municipal Vegetable Market
2026-03-03,Wangdue Phodrang,Tomato,59.61,358.4,Municipal Vegetable Market
2026-03-04,Trashigang,Onion,50.21,365.5,Centenary Farmers Market
2026-03-04,Trashigang,Broccoli,69.14,424.4,Weekend Roadside Market
2026-03-04,Trashigang,Cauliflower,56.59,87.9,Municipal Vegetable Market
2026-03-04,Trashigang,Potato,30.46,454.3,Weekend Roadside Market
2026-03-04,Trashigang,Tomato,58.61,92.6,Centenary Farmers Market
2026-03-04,Trashigang,Cabbage,22.7,274.2,Centenary Farmers Market
2026-03-04,Mongar,Spinach,22.77,366.1,Municipal Vegetable Market
2026-03-04,Mongar,Chilli (fresh),100.79,79.3,Weekend Roadside Market
2026-03-04,Mongar,Radish,22.09,381.2,Weekend Roadside Market
2026-03-04,Mongar,Cabbage,21.89,55.0,Municipal Vegetable Market
2026-03-04,Mongar,Broccoli,92.88,380.1,Municipal Vegetable Market
2026-03-04,Chukha,Onion,51.72,260.7,Centenary Farmers Market
2026-03-04,Chukha,Chilli (fresh),126.78,439.7,Municipal Vegetable Market
2026-03-04,Chukha,Cauliflower,28.49,346.7,Centenary Farmers Market
2026-03-04,Chukha,Broccoli,95.02,369.5,Weekend Roadside Market
